topic_id,topic_name,field_name,field_id_scaled,domain_id,domain_name,domain_id_scaled
13781,Coleoptera: Cerambycidae studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
13899,Agricultural Systems and Practices,Agricultural and Biological Sciences,0,1,Life Sciences,0
13950,Collembola Taxonomy and Ecology Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14137,"Agriculture, Soil, Plant Science",Agricultural and Biological Sciences,0,1,Life Sciences,0
14160,Water management and technologies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14310,Botany and Geology in Latin America and Caribbean,Agricultural and Biological Sciences,0,1,Life Sciences,0
14378,Entomological Studies and Ecology,Agricultural and Biological Sciences,0,1,Life Sciences,0
14399,Invertebrate Taxonomy and Ecology,Agricultural and Biological Sciences,0,1,Life Sciences,0
10141,Probiotics and Fermented Foods,Agricultural and Biological Sciences,0,1,Life Sciences,0
10225,Essential Oils and Antimicrobial Activity,Agricultural and Biological Sciences,0,1,Life Sciences,0
10411,Proteins in Food Systems,Agricultural and Biological Sciences,0,1,Life Sciences,0
10486,Salmonella and Campylobacter epidemiology,Agricultural and Biological Sciences,0,1,Life Sciences,0
10650,Food Drying and Modeling,Agricultural and Biological Sciences,0,1,Life Sciences,0
10750,Fermentation and Sensory Analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
11423,Pesticide Residue Analysis and Safety,Agricultural and Biological Sciences,0,1,Life Sciences,0
11745,Potato Plant Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
11925,Culinary Culture and Tourism,Agricultural and Biological Sciences,0,1,Life Sciences,0
11957,Food Safety and Hygiene,Agricultural and Biological Sciences,0,1,Life Sciences,0
12048,Microencapsulation and Drying Processes,Agricultural and Biological Sciences,0,1,Life Sciences,0
12114,Sensory Analysis and Statistical Methods,Agricultural and Biological Sciences,0,1,Life Sciences,0
12181,Agricultural and Biological Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
12192,Polysaccharides Composition and Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
12330,Botanical Research and Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
12349,Food Chemistry and Fat Analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
12385,Food Quality and Safety Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12403,Seed and Plant Biochemistry,Agricultural and Biological Sciences,0,1,Life Sciences,0
12468,Radiation Effects and Dosimetry,Agricultural and Biological Sciences,0,1,Life Sciences,0
12486,Food Supply Chain Traceability,Agricultural and Biological Sciences,0,1,Life Sciences,0
12583,Food Waste Reduction and Sustainability,Agricultural and Biological Sciences,0,1,Life Sciences,0
13165,Agricultural safety and regulations,Agricultural and Biological Sciences,0,1,Life Sciences,0
13540,Animal Diversity and Health Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
13670,Ziziphus Jujuba Studies and Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
13857,Mining and Industrial Processes,Agricultural and Biological Sciences,0,1,Life Sciences,0
13871,Melamine detection and toxicity,Agricultural and Biological Sciences,0,1,Life Sciences,0
14010,Food Industry and Aquatic Biology,Agricultural and Biological Sciences,0,1,Life Sciences,0
14124,"Food, Nutrition, and Cultural Practices",Agricultural and Biological Sciences,0,1,Life Sciences,0
14127,Food and Agricultural Sciences,Agricultural and Biological Sciences,0,1,Life Sciences,0
14242,"Nutrition, Health, and Society Studies",Agricultural and Biological Sciences,0,1,Life Sciences,0
14272,Agricultural and Food Production Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14438,Advanced Scientific Research Methods,Agricultural and Biological Sciences,0,1,Life Sciences,0
12630,African Botany and Ecology Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
13009,Agroforestry and silvopastoral systems,Agricultural and Biological Sciences,0,1,Life Sciences,0
13591,Pasture and Agricultural Systems,Agricultural and Biological Sciences,0,1,Life Sciences,0
13668,Agricultural and Rural Development Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
14050,Forest Ecology and Conservation,Agricultural and Biological Sciences,0,1,Life Sciences,0
14256,Agricultural and Food Sciences,Agricultural and Biological Sciences,0,1,Life Sciences,0
14367,Logistics and Infrastructure Analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
13069,Cocoa and Sweet Potato Agronomy,Agricultural and Biological Sciences,0,1,Life Sciences,0
10135,Insect-Plant Interactions and Control,Agricultural and Biological Sciences,0,1,Life Sciences,0
11386,Bee Products Chemical Analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
11436,Entomopathogenic Microorganisms in Pest Control,Agricultural and Biological Sciences,0,1,Life Sciences,0
11641,Insect and Pesticide Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
11706,Forensic Entomology and Diptera Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12043,Insect behavior and control techniques,Agricultural and Biological Sciences,0,1,Life Sciences,0
12134,Insect symbiosis and bacterial influences,Agricultural and Biological Sciences,0,1,Life Sciences,0
12234,Mollusks and Parasites Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12321,Insect Pheromone Research and Control,Agricultural and Biological Sciences,0,1,Life Sciences,0
12336,Insect Utilization and Effects,Agricultural and Biological Sciences,0,1,Life Sciences,0
12701,Biological Control of Invasive Species,Agricultural and Biological Sciences,0,1,Life Sciences,0
12713,Forest Ecology and Biodiversity Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12968,Research on scale insects,Agricultural and Biological Sciences,0,1,Life Sciences,0
14048,Silkworms and Sericulture Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
10014,Plant Stress Responses and Tolerance,Agricultural and Biological Sciences,0,1,Life Sciences,0
10076,Plant-Microbe Interactions and Immunity,Agricultural and Biological Sciences,0,1,Life Sciences,0
10184,Plant Molecular Biology Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
10431,Ethnobotanical and Medicinal Plants Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
10434,Chromosomal and Genetic Variations,Agricultural and Biological Sciences,0,1,Life Sciences,0
10451,Mycorrhizal Fungi and Plant Interactions,Agricultural and Biological Sciences,0,1,Life Sciences,0
10473,Postharvest Quality and Shelf Life Management,Agricultural and Biological Sciences,0,1,Life Sciences,0
10494,Plant Virus Research Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
10520,Mycotoxins in Agriculture and Food,Agricultural and Biological Sciences,0,1,Life Sciences,0
10616,Smart Agriculture and AI,Agricultural and Biological Sciences,0,1,Life Sciences,0
10733,Wheat and Barley Genetics and Pathology,Agricultural and Biological Sciences,0,1,Life Sciences,0
10774,Weed Control and Herbicide Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
10869,Polysaccharides and Plant Cell Walls,Agricultural and Biological Sciences,0,1,Life Sciences,0
10875,Pesticide Exposure and Toxicity,Agricultural and Biological Sciences,0,1,Life Sciences,0
11065,Insect Pest Control Strategies,Agricultural and Biological Sciences,0,1,Life Sciences,0
11066,Organic Food and Agriculture,Agricultural and Biological Sciences,0,1,Life Sciences,0
11098,Seed Germination and Physiology,Agricultural and Biological Sciences,0,1,Life Sciences,0
11136,Enzyme-mediated dye degradation,Agricultural and Biological Sciences,0,1,Life Sciences,0
11179,Nematode management and characterization studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
11229,Genetics and Plant Breeding,Agricultural and Biological Sciences,0,1,Life Sciences,0
11247,Plant nutrient uptake and metabolism,Agricultural and Biological Sciences,0,1,Life Sciences,0
11268,Light effects on plants,Agricultural and Biological Sciences,0,1,Life Sciences,0
11418,Plant Micronutrient Interactions and Effects,Agricultural and Biological Sciences,0,1,Life Sciences,0
11426,Genetically Modified Organisms Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
11470,Legume Nitrogen Fixing Symbiosis,Agricultural and Biological Sciences,0,1,Life Sciences,0
11546,Plant Physiology and Cultivation Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
11578,Plant Pathogenic Bacteria Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
11613,Phytochemistry and Biological Activities,Agricultural and Biological Sciences,0,1,Life Sciences,0
11750,Phytoplasmas and Hemiptera pathogens,Agricultural and Biological Sciences,0,1,Life Sciences,0
11760,Plant responses to elevated CO2,Agricultural and Biological Sciences,0,1,Life Sciences,0
11771,Plant Pathogens and Resistance,Agricultural and Biological Sciences,0,1,Life Sciences,0
11796,Horticultural and Viticultural Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
11973,Plant chemical constituents analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
11979,Garlic and Onion Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12045,Rice Cultivation and Yield Improvement,Agricultural and Biological Sciences,0,1,Life Sciences,0
12058,Allelopathy and phytotoxic interactions,Agricultural and Biological Sciences,0,1,Life Sciences,0
12087,Natural Compound Pharmacology Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12093,Greenhouse Technology and Climate Control,Agricultural and Biological Sciences,0,1,Life Sciences,0
12113,Growth and nutrition in plants,Agricultural and Biological Sciences,0,1,Life Sciences,0
12115,Genetic and Environmental Crop Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12161,Plant Surface Properties and Treatments,Agricultural and Biological Sciences,0,1,Life Sciences,0
12211,Aluminum toxicity and tolerance in plants and animals,Agricultural and Biological Sciences,0,1,Life Sciences,0
12243,Research in Cotton Cultivation,Agricultural and Biological Sciences,0,1,Life Sciences,0
12253,Urban Agriculture and Sustainability,Agricultural and Biological Sciences,0,1,Life Sciences,0
12305,Cassava research and cyanide,Agricultural and Biological Sciences,0,1,Life Sciences,0
12344,Silicon Effects in Agriculture,Agricultural and Biological Sciences,0,1,Life Sciences,0
12346,Phytochemistry and biological activity of medicinal plants,Agricultural and Biological Sciences,0,1,Life Sciences,0
12407,Plant Growth Enhancement Techniques,Agricultural and Biological Sciences,0,1,Life Sciences,0
12431,Sugarcane Cultivation and Processing,Agricultural and Biological Sciences,0,1,Life Sciences,0
12455,Mediterranean and Iberian flora and fauna,Agricultural and Biological Sciences,0,1,Life Sciences,0
12472,Plant responses to water stress,Agricultural and Biological Sciences,0,1,Life Sciences,0
12475,Plant Parasitism and Resistance,Agricultural and Biological Sciences,0,1,Life Sciences,0
12571,Soybean genetics and cultivation,Agricultural and Biological Sciences,0,1,Life Sciences,0
12605,Berry genetics and cultivation research,Agricultural and Biological Sciences,0,1,Life Sciences,0
12618,Botany and Plant Ecology Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12657,Phytochemistry Medicinal Plant Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
12660,Plant Disease Management Techniques,Agricultural and Biological Sciences,0,1,Life Sciences,0
12665,Bamboo properties and applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
12721,Moringa oleifera research and applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
12732,Agriculture and Farm Safety,Agricultural and Biological Sciences,0,1,Life Sciences,0
12742,Sunflower and Safflower Cultivation,Agricultural and Biological Sciences,0,1,Life Sciences,0
12771,Plant pathogens and resistance mechanisms,Agricultural and Biological Sciences,0,1,Life Sciences,0
12795,Banana Cultivation and Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
12813,Plant and Biological Electrophysiology Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12828,Plant Genetic and Mutation Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12834,Flowering Plant Growth and Cultivation,Agricultural and Biological Sciences,0,1,Life Sciences,0
12855,Peanut Plant Research Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12858,Plant Disease Resistance and Genetics,Agricultural and Biological Sciences,0,1,Life Sciences,0
12894,Date Palm Research Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
12944,Animal Nutrition and Health,Agricultural and Biological Sciences,0,1,Life Sciences,0
12991,Phytase and its Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
13008,Agricultural Practices and Plant Genetics,Agricultural and Biological Sciences,0,1,Life Sciences,0
13015,"Botany, Ecology, and Taxonomy Studies",Agricultural and Biological Sciences,0,1,Life Sciences,0
13125,Agricultural pest management studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
13142,GABA and Rice Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
13214,Powdery Mildew Fungal Diseases,Agricultural and Biological Sciences,0,1,Life Sciences,0
13218,Sesame and Sesamin Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
13238,Botanical Studies and Applications,Agricultural and Biological Sciences,0,1,Life Sciences,0
13246,"Agriculture, Plant Science, Crop Management",Agricultural and Biological Sciences,0,1,Life Sciences,0
13390,Cultural and Social Dynamics,Agricultural and Biological Sciences,0,1,Life Sciences,0
13422,Phytochemistry and biological activities of Ficus species,Agricultural and Biological Sciences,0,1,Life Sciences,0
13688,Shallot Cultivation and Analysis,Agricultural and Biological Sciences,0,1,Life Sciences,0
13934,Indigenous Knowledge Systems and Agriculture,Agricultural and Biological Sciences,0,1,Life Sciences,0
13992,Cynara cardunculus studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14009,Ecology and Conservation Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14194,Bioactive Compounds in Plants,Agricultural and Biological Sciences,0,1,Life Sciences,0
14195,Linguistic and Cultural Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
14365,Leaf Properties and Growth Measurement,Agricultural and Biological Sciences,0,1,Life Sciences,0
14398,Agriculture and Social Issues,Agricultural and Biological Sciences,0,1,Life Sciences,0
14521,Medicinal Plant Research,Agricultural and Biological Sciences,0,1,Life Sciences,0
10004,Soil Carbon and Nitrogen Dynamics,Agricultural and Biological Sciences,0,1,Life Sciences,0
10889,Soil erosion and sediment transport,Agricultural and Biological Sciences,0,1,Life Sciences,0
11275,Composting and Vermicomposting Techniques,Agricultural and Biological Sciences,0,1,Life Sciences,0
11404,Irrigation Practices and Water Management,Agricultural and Biological Sciences,0,1,Life Sciences,0
11789,Land Rights and Reforms,Agricultural and Biological Sciences,0,1,Life Sciences,0
11886,Agricultural risk and resilience,Agricultural and Biological Sciences,0,1,Life Sciences,0
12294,Agricultural Science and Fertilization,Agricultural and Biological Sciences,0,1,Life Sciences,0
12754,Plant Growth and Agriculture Techniques,Agricultural and Biological Sciences,0,1,Life Sciences,0
12792,Soil Management and Crop Yield,Agricultural and Biological Sciences,0,1,Life Sciences,0
13102,Soil and Environmental Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
13740,Soil Science and Environmental Management,Agricultural and Biological Sciences,0,1,Life Sciences,0
14054,Humic Substances and Bio-Organic Studies,Agricultural and Biological Sciences,0,1,Life Sciences,0
10676,"Genetics, Aging, and Longevity in Model Organisms","Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11481,Sulfur Compounds in Biology,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11844,Lipid metabolism and biosynthesis,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12497,Traditional and Medicinal Uses of Annonaceae,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12770,Amino Acid Enzymes and Metabolism,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12910,Eicosanoids and Hypertension Pharmacology,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12915,Biochemical Acid Research Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13711,Environmental Science and Technology,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10540,Advanced Fluorescence Microscopy Techniques,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10874,Electromagnetic Fields and Biological Effects,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11324,Spectroscopy Techniques in Biomedical and Chemical Research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12381,Electron Spin Resonance Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12859,Cell Image Analysis Techniques,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
14488,Chemical and Physical Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10900,Listeria monocytogenes in Food Safety,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11340,Marine Sponges and Natural Products,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11455,Microbial Inactivation Methods,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11617,Enzyme Production and Characterization,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12673,Microbial Metabolism and Applications,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12856,Transgenic Plants and Applications,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12996,Cancer Research and Treatments,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
14150,Biochemical and biochemical processes,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10062,MicroRNA in disease regulation,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10183,Breast Cancer Treatment Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10433,Carcinogens and Genotoxicity Assessment,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10515,Cancer-related molecular mechanisms research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10620,Protease and Inhibitor Mechanisms,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10631,"Cancer, Hypoxia, and Metabolism","Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11287,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11547,Sesquiterpenes and Asteraceae Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11591,NF-κB Signaling Pathways,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12465,"Cancer, Lipids, and Metabolism","Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13350,Myxozoan Parasites in Aquatic Species,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13943,Beetle Biology and Toxicology Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13971,Synthesis and Biological Activity,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10379,Cellular Mechanics and Interactions,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10492,Microtubule and mitosis dynamics,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10617,Cellular transport and secretion,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10825,Plant Pathogens and Fungal Diseases,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11131,Proteoglycans and glycosaminoglycans research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11144,melanin and skin pigmentation,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11150,Endoplasmic Reticulum Stress and Disease,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11399,Muscle metabolism and nutrition,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11650,Skin and Cellular Biology Research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11685,Zebrafish Biomedical Research Applications,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12065,Hippo pathway signaling and YAP/TAZ,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12094,Hemoglobin structure and function,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12533,Aldose Reductase and Taurine,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12712,Myofascial pain diagnosis and treatment,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12793,Caveolin-1 and cellular processes,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13127,Biotin and Related Studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13637,Calpain Protease Function and Regulation,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11027,Metabolism and Genetic Disorders,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11142,Advanced Glycation End Products research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12167,Bacterial Identification and Susceptibility Testing,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12975,Paraoxonase enzyme and polymorphisms,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11665,Animal Vocal Communication and Behavior,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13107,Congenital limb and hand anomalies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
10943,Escherichia coli research studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11684,Vibrio bacteria research studies,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
11916,Legionella and Acanthamoeba research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12499,"Diphtheria, Corynebacterium, and Tetanus","Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
12824,Infections and bacterial resistance,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
13220,Plant and Fungal Interactions Research,"Biochemistry, Genetics and Molecular Biology",1,1,Life Sciences,0
